Policy,Protocol,MessageSizeKB,TransferTimeSeconds,ThroughputKbps
FCFS,tcp,1,8.825e-05,90651.6
FCFS,tcp,1,5.6375e-05,141907
FCFS,tcp,1,0.000105458,75859.6
FCFS,tcp,1,6.9958e-05,114354
FCFS,tcp,1,7.8333e-05,102128
FCFS,tcp,1,6.525e-05,122605
FCFS,tcp,1,7.3542e-05,108781
FCFS,tcp,1,0.000102459,78080
FCFS,tcp,1,7.5792e-05,105552
FCFS,tcp,1,5.225e-05,153110
FCFS,tcp,1,7.575e-05,105611
FCFS,tcp,1,7.05e-05,113475
FCFS,tcp,1,8.3375e-05,95952
FCFS,tcp,1,4.75e-05,168421
FCFS,tcp,1,8.6458e-05,92530.5
FCFS,tcp,1,3.7542e-05,213095
FCFS,tcp,1,8.15e-05,98159.5
FCFS,tcp,1,7.775e-05,102894
FCFS,tcp,1,9.4e-05,85106.4
FCFS,tcp,1,7.8417e-05,102019
FCFS,tcp,1,7.2125e-05,110919
FCFS,tcp,1,4.8625e-05,164524
FCFS,tcp,1,8.6166e-05,92844
FCFS,tcp,1,0.000187083,42761.8
FCFS,tcp,1,9.7083e-05,82403.7
FCFS,tcp,1,9.2375e-05,86603.5
FCFS,tcp,1,0.000109917,72782.2
FCFS,tcp,1,7.4333e-05,107624
FCFS,tcp,1,6.2333e-05,128343
FCFS,tcp,1,6.8416e-05,116932
FCFS,tcp,1,9.2083e-05,86878.1
FCFS,tcp,1,8.9791e-05,89095.8
FCFS,tcp,1,9.0833e-05,88073.7
FCFS,tcp,1,6.4917e-05,123234
FCFS,tcp,1,9.6458e-05,82937.7
FCFS,tcp,1,5.775e-05,138528
FCFS,tcp,1,7.3792e-05,108413
FCFS,tcp,1,5.5917e-05,143069
FCFS,tcp,1,7.9875e-05,100156
FCFS,tcp,1,4.9791e-05,160672
FCFS,tcp,1,9.3458e-05,85599.9
FCFS,tcp,1,7.1292e-05,112215
FCFS,tcp,1,0.000102708,77890.7
FCFS,tcp,1,6.8417e-05,116930
FCFS,tcp,1,8.3792e-05,95474.5
FCFS,tcp,1,0.000101917,78495.2
FCFS,tcp,1,0.000113208,70666.4
FCFS,tcp,1,6.2916e-05,127154
FCFS,tcp,1,8.1583e-05,98059.6
FCFS,tcp,1,6.5167e-05,122762
FCFS,tcp,1,8.6542e-05,92440.7
FCFS,tcp,1,6.825e-05,117216
FCFS,tcp,1,0.000117875,67868.5
FCFS,tcp,1,4.3625e-05,183381
FCFS,tcp,1,9.7666e-05,81911.8
FCFS,tcp,1,9.3291e-05,85753.2
FCFS,tcp,1,8.3e-05,96385.5
FCFS,tcp,1,5.9458e-05,134549
FCFS,tcp,1,9.625e-05,83116.9
FCFS,tcp,1,6.2833e-05,127322
FCFS,tcp,1,7.8958e-05,101320
FCFS,tcp,1,7.5625e-05,105785
FCFS,tcp,1,8.1083e-05,98664.3
FCFS,tcp,1,5.7709e-05,138627
FCFS,tcp,1,0.000107958,74102.9
FCFS,tcp,1,5.075e-05,157635
FCFS,tcp,1,8.2667e-05,96773.8
FCFS,tcp,1,6.6541e-05,120227
FCFS,tcp,1,8.2125e-05,97412.5
FCFS,tcp,1,5.3791e-05,148724
FCFS,tcp,1,0.000109542,73031.3
FCFS,tcp,1,0.000132833,60226
FCFS,tcp,1,0.000115666,69164.7
FCFS,tcp,1,7.8875e-05,101426
FCFS,tcp,1,6.2459e-05,128084
FCFS,tcp,1,7.325e-05,109215
FCFS,tcp,1,7.6792e-05,104178
FCFS,tcp,1,6.4125e-05,124756
FCFS,tcp,1,7.6459e-05,104631
FCFS,tcp,1,6.8958e-05,116013
FCFS,tcp,1,7.9542e-05,100576
FCFS,tcp,1,7.1042e-05,112609
FCFS,tcp,1,9.2625e-05,86369.8
FCFS,tcp,1,9.0458e-05,88438.8
FCFS,tcp,1,8.4542e-05,94627.5
FCFS,tcp,1,6.8e-05,117647
FCFS,tcp,1,8.575e-05,93294.5
FCFS,tcp,1,5.6542e-05,141488
FCFS,tcp,1,8.075e-05,99071.2
FCFS,tcp,1,5.7083e-05,140147
FCFS,tcp,1,6.4666e-05,123713
FCFS,tcp,1,0.000146584,54576.2
FCFS,tcp,1,0.000101625,78720.8
FCFS,tcp,1,1.3833e-05,578327
FCFS,tcp,1,0.000118208,67677.3
FCFS,tcp,1,8.3709e-05,95569.2
FCFS,tcp,1,0.00011275,70953.4
FCFS,tcp,1,6.0708e-05,131778
FCFS,tcp,1,7.0167e-05,114014
FCFS,tcp,1,6.6833e-05,119701
FCFS,tcp,1,0.00010825,73903
FCFS,tcp,1,4.1083e-05,194728
FCFS,tcp,1,8.3667e-05,95617.1
FCFS,tcp,1,8.2333e-05,97166.4
FCFS,tcp,1,0.00010075,79404.5
FCFS,tcp,1,5.0542e-05,158284
FCFS,tcp,1,7.1209e-05,112345
FCFS,tcp,1,7.5584e-05,105843
FCFS,tcp,1,0.000128375,62317.4
FCFS,tcp,1,6.2375e-05,128257
FCFS,tcp,1,8.5083e-05,94025.8
FCFS,tcp,1,6.9708e-05,114764
FCFS,tcp,1,7.9833e-05,100209
FCFS,tcp,1,4.7667e-05,167831
FCFS,tcp,1,7.6042e-05,105205
FCFS,tcp,1,5.0167e-05,159467
FCFS,tcp,1,6.8125e-05,117431
FCFS,tcp,1,8.5667e-05,93384.9
FCFS,tcp,1,7.3333e-05,109091
FCFS,tcp,1,7.1375e-05,112084
FCFS,tcp,1,0.000110709,72261.5
FCFS,tcp,1,5.4625e-05,146453
FCFS,tcp,1,5.2166e-05,153357
FCFS,tcp,1,8.0583e-05,99276.5
FCFS,tcp,1,8.1458e-05,98210.1
FCFS,tcp,1,3.9917e-05,200416
FCFS,tcp,1,8.3792e-05,95474.5
FCFS,tcp,1,7.6459e-05,104631
FCFS,tcp,1,0.000102041,78399.9
FCFS,tcp,1,7.0458e-05,113543
FCFS,tcp,1,8.025e-05,99688.5
FCFS,tcp,1,8.4875e-05,94256.3
FCFS,tcp,1,0.000241833,33080.7
FCFS,tcp,1,7.8792e-05,101533
FCFS,tcp,1,0.000114542,69843.4
FCFS,tcp,1,8.3916e-05,95333.4
FCFS,tcp,1,7.9375e-05,100787
FCFS,tcp,1,5.5833e-05,143284
FCFS,tcp,1,7.1916e-05,111241
FCFS,tcp,1,7.3458e-05,108906
FCFS,tcp,1,7.5083e-05,106549
FCFS,tcp,1,3.75e-05,213333
FCFS,tcp,1,9.3042e-05,85982.7
FCFS,tcp,1,8.8167e-05,90736.9
FCFS,tcp,1,9.0167e-05,88724.3
FCFS,tcp,1,6.7666e-05,118228
FCFS,tcp,1,8.9791e-05,89095.8
FCFS,tcp,1,7.6084e-05,105147
FCFS,tcp,1,9.5875e-05,83442
FCFS,tcp,1,7.7042e-05,103839
FCFS,tcp,1,8.8708e-05,90183.5
FCFS,tcp,1,6.675e-05,119850
FCFS,tcp,1,6.5542e-05,122059
FCFS,tcp,1,5.0125e-05,159601
FCFS,tcp,1,9.3416e-05,85638.4
FCFS,tcp,1,8.8667e-05,90225.2
FCFS,tcp,1,8.9625e-05,89260.8
FCFS,tcp,1,6.9625e-05,114901
FCFS,tcp,1,7.4333e-05,107624
FCFS,tcp,1,8.2083e-05,97462.3
FCFS,tcp,1,7.8167e-05,102345
FCFS,tcp,1,8.0708e-05,99122.8
FCFS,tcp,1,6.0917e-05,131326
FCFS,tcp,1,7.7916e-05,102675
FCFS,tcp,1,0.00010275,77858.9
FCFS,tcp,1,6.6625e-05,120075
FCFS,tcp,1,8.9625e-05,89260.8
FCFS,tcp,1,7.5334e-05,106194
FCFS,tcp,1,8.0584e-05,99275.3
FCFS,tcp,1,5.5625e-05,143820
FCFS,tcp,1,0.000114667,69767.2
FCFS,tcp,1,8.1875e-05,97709.9
FCFS,tcp,1,8.6459e-05,92529.4
FCFS,tcp,1,6.2209e-05,128599
FCFS,tcp,1,0.000126875,63054.2
FCFS,tcp,1,8.8208e-05,90694.7
FCFS,tcp,1,9.3042e-05,85982.7
FCFS,tcp,1,6.7959e-05,117718
FCFS,tcp,1,6.5834e-05,121518
FCFS,tcp,1,6.5958e-05,121289
FCFS,tcp,1,8.55e-05,93567.3
FCFS,tcp,1,7.9e-05,101266
FCFS,tcp,1,9.6e-05,83333.3
FCFS,tcp,1,7.7541e-05,103171
FCFS,tcp,1,9.7875e-05,81736.9
FCFS,tcp,1,7.9792e-05,100261
FCFS,tcp,1,9.1875e-05,87074.8
FCFS,tcp,1,6.8083e-05,117504
FCFS,tcp,1,8.2459e-05,97017.9
FCFS,tcp,1,5.0334e-05,158938
FCFS,tcp,1,9.8042e-05,81597.7
FCFS,tcp,1,9.35e-05,85561.5
FCFS,tcp,1,7.1041e-05,112611
FCFS,tcp,1,6.1917e-05,129205
FCFS,tcp,1,9.9875e-05,80100.1
FCFS,tcp,1,7.2875e-05,109777
FCFS,tcp,1,9.4708e-05,84470.2
FCFS,tcp,1,6.8917e-05,116082
FCFS,tcp,1,8.275e-05,96676.7
FCFS,tcp,1,6.0875e-05,131417
FCFS,tcp,1,6.8375e-05,117002
FCFS,tcp,1,9.375e-05,85333.3
FCFS,tcp,1,7.4084e-05,107986
FCFS,tcp,1,0.000102042,78399.1
FCFS,tcp,1,0.000104,76923.1
FCFS,tcp,1,6.3083e-05,126817
FCFS,tcp,1,9e-05,88888.9
FCFS,tcp,1,6.9791e-05,114628
FCFS,tcp,1,9.3875e-05,85219.7
FCFS,tcp,1,5.6833e-05,140763
FCFS,tcp,1,0.000127833,62581.6
FCFS,tcp,1,0.000112542,71084.6
FCFS,tcp,1,0.000110333,72507.8
FCFS,tcp,1,7.0625e-05,113274
FCFS,tcp,1,0.000100792,79371.4
FCFS,tcp,1,9.15e-05,87431.7
FCFS,tcp,1,8.2416e-05,97068.5
FCFS,tcp,1,7.4709e-05,107082
FCFS,tcp,1,8.6083e-05,92933.6
FCFS,tcp,1,6.575e-05,121673
FCFS,tcp,1,8.3292e-05,96047.6
FCFS,tcp,1,6.5875e-05,121442
FCFS,tcp,1,0.000118333,67605.8
FCFS,tcp,1,9.1167e-05,87751.1
FCFS,tcp,1,8.9083e-05,89803.9
FCFS,tcp,1,7.2583e-05,110219
FCFS,tcp,1,9.225e-05,86720.9
FCFS,tcp,1,5.9e-05,135593
FCFS,tcp,1,0.000100083,79933.7
FCFS,tcp,1,3.3375e-05,239700
FCFS,tcp,1,8.0042e-05,99947.5
FCFS,tcp,1,9.55e-05,83769.6
FCFS,tcp,1,6.7792e-05,118008
FCFS,tcp,1,0.000108459,73760.6
FCFS,tcp,1,0.000129709,61676.5
FCFS,tcp,1,9.4833e-05,84358.8
FCFS,tcp,1,9.7792e-05,81806.3
FCFS,tcp,1,6.7333e-05,118812
FCFS,tcp,1,9.8333e-05,81356.2
FCFS,tcp,1,8.2292e-05,97214.8
FCFS,tcp,1,0.000102334,78175.4
FCFS,tcp,1,6.0167e-05,132963
FCFS,tcp,1,9.5584e-05,83696
FCFS,tcp,1,5.4625e-05,146453
FCFS,tcp,1,9.3167e-05,85867.3
FCFS,tcp,1,9.1833e-05,87114.7
FCFS,tcp,1,7.325e-05,109215
FCFS,tcp,1,8.7459e-05,91471.4
FCFS,tcp,1,8.125e-05,98461.5
FCFS,tcp,1,5.9584e-05,134264
FCFS,tcp,1,8.7541e-05,91385.8
FCFS,tcp,1,7.1542e-05,111822
FCFS,tcp,1,9.4709e-05,84469.3
FCFS,tcp,1,6.8208e-05,117288
FCFS,tcp,1,0.00013175,60721.1
FCFS,tcp,1,0.000113125,70718.2
FCFS,tcp,1,0.000104667,76432.9
FCFS,tcp,1,4.9458e-05,161753
FCFS,tcp,1,8.8667e-05,90225.2
FCFS,tcp,1,0.000101375,78914.9
FCFS,tcp,1,0.000119875,66736.2
FCFS,tcp,1,7.3958e-05,108170
FCFS,tcp,1,8.7e-05,91954
FCFS,tcp,1,6.4875e-05,123314
FCFS,tcp,1,8.5208e-05,93887.9
FCFS,tcp,1,7.0042e-05,114217
FCFS,tcp,1,8.9917e-05,88970.9
FCFS,tcp,1,8.1625e-05,98009.2
FCFS,tcp,1,0.000103583,77232.8
FCFS,tcp,1,2.9834e-05,268150
FCFS,tcp,1,0.000108959,73422.1
FCFS,tcp,1,7.8458e-05,101965
FCFS,tcp,1,8.1083e-05,98664.3
FCFS,tcp,1,4.825e-05,165803
FCFS,tcp,1,7.8584e-05,101802
FCFS,tcp,1,8.5208e-05,93887.9
FCFS,tcp,1,8.2708e-05,96725.8
FCFS,tcp,1,9.5166e-05,84063.6
FCFS,tcp,1,8.6375e-05,92619.4
FCFS,tcp,1,8.5e-05,94117.6
FCFS,tcp,1,9.1167e-05,87751.1
FCFS,tcp,1,8.65e-05,92485.5
FCFS,tcp,1,8.8208e-05,90694.7
FCFS,tcp,1,7.6666e-05,104349
FCFS,tcp,1,0.00011225,71269.5
FCFS,tcp,1,8.1375e-05,98310.3
FCFS,tcp,1,0.000108209,73931
FCFS,tcp,1,7.2e-05,111111
FCFS,tcp,1,8.2458e-05,97019.1
FCFS,tcp,1,4.4458e-05,179945
FCFS,tcp,1,0.000118042,67772.5
FCFS,tcp,1,8.7208e-05,91734.7
FCFS,tcp,1,7.8708e-05,101642
FCFS,tcp,1,5.975e-05,133891
FCFS,tcp,1,9.9541e-05,80368.9
FCFS,tcp,1,8.075e-05,99071.2
FCFS,tcp,1,9.3125e-05,85906
FCFS,tcp,1,7.1583e-05,111758
FCFS,tcp,1,9.3083e-05,85944.8
FCFS,tcp,1,9.0042e-05,88847.4
FCFS,tcp,1,0.000109791,72865.7
FCFS,tcp,1,8.2708e-05,96725.8
FCFS,tcp,1,8.8334e-05,90565.4
FCFS,tcp,1,7.2292e-05,110662
FCFS,tcp,1,6.9917e-05,114421
FCFS,tcp,1,6.8917e-05,116082
FCFS,tcp,1,8.5334e-05,93749.3
FCFS,tcp,1,7.4459e-05,107442
FCFS,tcp,1,7.9459e-05,100681
FCFS,tcp,1,7.35e-05,108844
FCFS,tcp,1,0.00010025,79800.5
FCFS,tcp,1,8.3125e-05,96240.6
FCFS,tcp,1,7.9583e-05,100524
FCFS,tcp,1,6.0334e-05,132595
FCFS,tcp,1,0.000107458,74447.7
FCFS,tcp,1,7.0667e-05,113207
FCFS,tcp,1,9.45e-05,84656.1
FCFS,tcp,1,6.5667e-05,121827
FCFS,tcp,1,8.1667e-05,97958.8
FCFS,tcp,1,8.6584e-05,92395.8
FCFS,tcp,1,9.175e-05,87193.5
FCFS,tcp,1,0.000104208,76769.5
FCFS,tcp,1,0.000118625,67439.4
FCFS,tcp,1,0.000139208,57468
FCFS,tcp,1,0.000124125,64451.2
FCFS,tcp,1,9.5334e-05,83915.5
FCFS,tcp,1,9.2375e-05,86603.5
FCFS,tcp,1,7.6208e-05,104976
FCFS,tcp,1,8.475e-05,94395.3
FCFS,tcp,1,6.9375e-05,115315
FCFS,tcp,1,9.7e-05,82474.2
FCFS,tcp,1,6.7417e-05,118664
FCFS,tcp,1,8.4916e-05,94210.7
FCFS,tcp,1,7.1e-05,112676
FCFS,tcp,1,8.6959e-05,91997.4
FCFS,tcp,1,6.5833e-05,121520
FCFS,tcp,1,0.000126625,63178.7
FCFS,tcp,1,6.2792e-05,127405
FCFS,tcp,1,0.000102208,78271.8
FCFS,tcp,1,0.000106042,75441.8
FCFS,tcp,1,9.1125e-05,87791.5
FCFS,tcp,1,6.3625e-05,125737
FCFS,tcp,1,9.9667e-05,80267.3
FCFS,tcp,1,7e-05,114286
FCFS,tcp,1,8.5667e-05,93384.9
FCFS,tcp,1,6.3625e-05,125737
FCFS,tcp,1,9.5875e-05,83442
FCFS,tcp,1,8.1042e-05,98714.2
FCFS,tcp,1,0.000110167,72617
FCFS,tcp,1,4.7959e-05,166809
FCFS,tcp,1,9.85e-05,81218.3
FCFS,tcp,1,7.6916e-05,104010
FCFS,tcp,1,8.0084e-05,99895.1
FCFS,tcp,1,5.2792e-05,151538
FCFS,tcp,1,9.8666e-05,81081.6
FCFS,tcp,1,0.000108167,73959.7
FCFS,tcp,1,6.5833e-05,121520
FCFS,tcp,1,6.65e-05,120301
FCFS,tcp,1,8.8833e-05,90056.6
FCFS,tcp,1,8.9167e-05,89719.3
FCFS,tcp,1,0.000109167,73282.2
FCFS,tcp,1,5.6292e-05,142116
FCFS,tcp,1,9.8958e-05,80842.4
FCFS,tcp,1,7.9917e-05,100104
FCFS,tcp,1,9.4541e-05,84619.4
FCFS,tcp,1,6.8917e-05,116082
FCFS,tcp,1,9.1417e-05,87511.1
FCFS,tcp,1,0.0001095,73059.4
FCFS,tcp,1,8.9584e-05,89301.7
FCFS,tcp,1,5.6125e-05,142539
FCFS,tcp,1,9.9167e-05,80672
FCFS,tcp,1,7.0375e-05,113677
FCFS,tcp,1,8.9084e-05,89802.9
FCFS,tcp,1,8.5625e-05,93430.7
FCFS,tcp,1,0.000102958,77701.6
FCFS,tcp,1,8.2583e-05,96872.2
FCFS,tcp,1,8.7458e-05,91472.5
FCFS,tcp,1,7.2792e-05,109902
FCFS,tcp,1,7.5875e-05,105437
FCFS,tcp,1,6.6667e-05,119999
FCFS,tcp,1,8.85e-05,90395.5
FCFS,tcp,1,6.4375e-05,124272
FCFS,tcp,1,8.2667e-05,96773.8
FCFS,tcp,1,7.7875e-05,102729
FCFS,tcp,1,9.6333e-05,83045.3
FCFS,tcp,1,8.675e-05,92219
FCFS,tcp,1,7.7041e-05,103841
FCFS,tcp,1,7.8625e-05,101749
FCFS,tcp,1,9.4209e-05,84917.6
FCFS,tcp,1,7.0625e-05,113274
FCFS,tcp,1,8.0125e-05,99844
FCFS,tcp,1,9.1458e-05,87471.8
FCFS,tcp,1,0.000137833,58041.3
FCFS,tcp,1,6.7833e-05,117937
FCFS,tcp,1,9.3375e-05,85676
FCFS,tcp,1,7.4083e-05,107987
FCFS,tcp,1,0.000103,77669.9
FCFS,tcp,1,9.0583e-05,88316.8
FCFS,tcp,1,0.0001435,55749.1
FCFS,tcp,1,7.1208e-05,112347
FCFS,tcp,1,8.9916e-05,88971.9
FCFS,tcp,1,9.7541e-05,82016.8
FCFS,tcp,1,9.3084e-05,85943.9
FCFS,tcp,1,7.2166e-05,110856
FCFS,tcp,1,7.6667e-05,104347
FCFS,tcp,1,7.575e-05,105611
FCFS,tcp,1,9.4708e-05,84470.2
FCFS,tcp,1,9.2209e-05,86759.4
FCFS,tcp,1,9.6959e-05,82509.1
FCFS,tcp,1,6.4041e-05,124920
FCFS,tcp,1,0.000119583,66899.1
FCFS,tcp,1,9.2167e-05,86799
FCFS,tcp,1,0.00010325,77481.8
FCFS,tcp,1,7.0417e-05,113609
FCFS,tcp,1,0.0001065,75117.4
FCFS,tcp,1,7.5833e-05,105495
FCFS,tcp,1,8.7958e-05,90952.5
FCFS,tcp,1,5.5167e-05,145014
FCFS,tcp,1,8.525e-05,93841.6
FCFS,tcp,1,8.2792e-05,96627.7
FCFS,tcp,1,0.000105334,75948.9
FCFS,tcp,1,6.675e-05,119850
FCFS,tcp,1,0.000101042,79175
FCFS,tcp,1,9.6958e-05,82510
FCFS,tcp,1,9.8875e-05,80910.2
FCFS,tcp,1,6.8042e-05,117574
FCFS,tcp,1,0.00010125,79012.3
FCFS,tcp,1,8.2958e-05,96434.3
FCFS,tcp,1,9.6875e-05,82580.6
FCFS,tcp,1,5.3708e-05,148954
FCFS,tcp,1,9.9333e-05,80537.2
FCFS,tcp,1,6.9e-05,115942
FCFS,tcp,1,0.000117125,68303.1
FCFS,tcp,1,8.5791e-05,93249.9
FCFS,tcp,1,0.000133041,60131.8
FCFS,tcp,1,5.7458e-05,139232
FCFS,tcp,1,0.00015475,51696.3
FCFS,tcp,1,8.3125e-05,96240.6
FCFS,tcp,1,0.000113084,70743.9
FCFS,tcp,1,0.000103,77669.9
FCFS,tcp,1,0.00010075,79404.5
FCFS,tcp,1,6.0042e-05,133240
FCFS,tcp,1,0.000106625,75029.3
FCFS,tcp,1,8.1125e-05,98613.3
FCFS,tcp,1,8.8916e-05,89972.6
FCFS,tcp,1,6.8792e-05,116293
FCFS,tcp,1,0.000113417,70536.2
FCFS,tcp,1,6.1e-05,131148
FCFS,tcp,1,0.000104083,76861.7
FCFS,tcp,1,9.3959e-05,85143.5
FCFS,tcp,1,0.000103917,76984.5
FCFS,tcp,1,8.7125e-05,91822.1
FCFS,tcp,1,8.5625e-05,93430.7
FCFS,tcp,1,5.6541e-05,141490
FCFS,tcp,1,8.4334e-05,94860.9
FCFS,tcp,1,7.1458e-05,111954
FCFS,tcp,1,9.9416e-05,80469.9
FCFS,tcp,1,7.7791e-05,102840
FCFS,tcp,1,0.000104917,76250.8
FCFS,tcp,1,8.0917e-05,98866.7
FCFS,tcp,1,0.00013325,60037.5
FCFS,tcp,1,5.3167e-05,150469
FCFS,tcp,1,9.0958e-05,87952.7
FCFS,tcp,1,9.6792e-05,82651.5
FCFS,tcp,1,8.9667e-05,89219
FCFS,tcp,1,7.6791e-05,104179
FCFS,tcp,1,7.3167e-05,109339
FCFS,tcp,1,6.3083e-05,126817
FCFS,tcp,2,0.000135417,118154
FCFS,tcp,2,6.7416e-05,237332
FCFS,tcp,2,0.0001465,109215
FCFS,tcp,2,8.7291e-05,183295
FCFS,tcp,2,0.0001105,144796
FCFS,tcp,2,8.1458e-05,196420
FCFS,tcp,2,8.4959e-05,188326
FCFS,tcp,2,8.4042e-05,190381
FCFS,tcp,2,8.8708e-05,180367
FCFS,tcp,2,4.8667e-05,328765
FCFS,tcp,2,9.3959e-05,170287
FCFS,tcp,2,8.3375e-05,191904
FCFS,tcp,2,8.3417e-05,191807
FCFS,tcp,2,7.7e-05,207792
FCFS,tcp,2,0.000104958,152442
FCFS,tcp,2,7.4958e-05,213453
FCFS,tcp,2,8.4708e-05,188884
FCFS,tcp,2,7.125e-05,224561
FCFS,tcp,2,9.1166e-05,175504
FCFS,tcp,2,7.2833e-05,219681
FCFS,tcp,2,0.000107125,149358
FCFS,tcp,2,7.9917e-05,200208
FCFS,tcp,2,0.000103875,154031
FCFS,tcp,2,0.000105375,151839
FCFS,tcp,2,9.4667e-05,169013
FCFS,tcp,2,7.2042e-05,222093
FCFS,tcp,2,0.000109,146789
FCFS,tcp,2,8.1958e-05,195222
FCFS,tcp,2,0.000122958,130126
FCFS,tcp,2,0.000140417,113946
FCFS,tcp,2,9.5917e-05,166811
FCFS,tcp,2,0.000101334,157894
FCFS,tcp,2,0.000110541,144743
FCFS,tcp,2,7.9458e-05,201364
FCFS,tcp,2,0.0001025,156098
FCFS,tcp,2,7.7875e-05,205457
FCFS,tcp,2,0.0001015,157635
FCFS,tcp,2,7.9125e-05,202212
FCFS,tcp,2,7.3375e-05,218058
FCFS,tcp,2,8.7542e-05,182769
FCFS,tcp,2,0.00010225,156479
FCFS,tcp,2,7.4125e-05,215852
FCFS,tcp,2,0.000104125,153661
FCFS,tcp,2,0.00010625,150588
FCFS,tcp,2,0.000119,134454
FCFS,tcp,2,6.8166e-05,234721
FCFS,tcp,2,8.4083e-05,190288
FCFS,tcp,2,7.8792e-05,203066
FCFS,tcp,2,0.000102292,156415
FCFS,tcp,2,5.525e-05,289593
FCFS,tcp,2,0.000113875,140505
FCFS,tcp,2,6.9541e-05,230080
FCFS,tcp,2,0.000107959,148204
FCFS,tcp,2,7.7042e-05,207679
FCFS,tcp,2,9.0375e-05,177040
FCFS,tcp,2,8.1e-05,197531
FCFS,tcp,2,9.5125e-05,168200
FCFS,tcp,2,5.4417e-05,294026
FCFS,tcp,2,0.000103333,154839
FCFS,tcp,2,6.65e-05,240602
FCFS,tcp,2,0.000123125,129949
FCFS,tcp,2,7.9333e-05,201682
FCFS,tcp,2,9.5291e-05,167907
FCFS,tcp,2,8.0083e-05,199793
FCFS,tcp,2,9.725e-05,164524
FCFS,tcp,2,5.7625e-05,277657
FCFS,tcp,2,0.000112,142857
FCFS,tcp,2,9.7375e-05,164313
FCFS,tcp,2,0.000152583,104861
FCFS,tcp,2,3.9542e-05,404633
FCFS,tcp,2,0.000114375,139891
FCFS,tcp,2,0.000100209,159666
FCFS,tcp,2,0.000139458,114730
FCFS,tcp,2,6.2292e-05,256855
FCFS,tcp,2,9.7334e-05,164382
FCFS,tcp,2,9.7e-05,164948
FCFS,tcp,2,9.1208e-05,175423
FCFS,tcp,2,7.7916e-05,205349
FCFS,tcp,2,9.9834e-05,160266
FCFS,tcp,2,9.0208e-05,177368
FCFS,tcp,2,0.000110417,144905
FCFS,tcp,2,7.525e-05,212625
FCFS,tcp,2,9.3375e-05,171352
FCFS,tcp,2,7.6041e-05,210413
FCFS,tcp,2,8.9958e-05,177861
FCFS,tcp,2,6.4458e-05,248224
FCFS,tcp,2,9.3833e-05,170516
FCFS,tcp,2,8.5917e-05,186226
FCFS,tcp,2,0.000135333,118227
FCFS,tcp,2,4.7791e-05,334791
FCFS,tcp,2,0.000120959,132276
FCFS,tcp,2,7.8375e-05,204147
FCFS,tcp,2,0.000106375,150411
FCFS,tcp,2,5.1292e-05,311939
FCFS,tcp,2,0.000116375,137487
FCFS,tcp,2,9.6e-05,166667
FCFS,tcp,2,0.00011,145455
FCFS,tcp,2,6.9875e-05,228980
FCFS,tcp,2,0.000116042,137881
FCFS,tcp,2,7.6541e-05,209038
FCFS,tcp,2,9.5583e-05,167394
FCFS,tcp,2,5.7875e-05,276458
FCFS,tcp,2,0.000129208,123831
FCFS,tcp,2,8.7125e-05,183644
FCFS,tcp,2,7.6708e-05,208583
FCFS,tcp,2,7.4417e-05,215005
FCFS,tcp,2,7.0333e-05,227489
FCFS,tcp,2,0.000119917,133426
FCFS,tcp,2,0.000104,153846
FCFS,tcp,2,9.85e-05,162437
FCFS,tcp,2,9.1875e-05,174150
FCFS,tcp,2,8.3291e-05,192098
FCFS,tcp,2,9.5125e-05,168200
FCFS,tcp,2,6.5958e-05,242579
FCFS,tcp,2,8.7625e-05,182596
FCFS,tcp,2,8.375e-05,191045
FCFS,tcp,2,0.0001205,132780
FCFS,tcp,2,6.9833e-05,229118
FCFS,tcp,2,0.000103416,154715
FCFS,tcp,2,9.7667e-05,163822
FCFS,tcp,2,8.6417e-05,185149
FCFS,tcp,2,6.7583e-05,236746
FCFS,tcp,2,0.000103041,155278
FCFS,tcp,2,7.1875e-05,222609
FCFS,tcp,2,0.000107458,148895
FCFS,tcp,2,6.0833e-05,263015
FCFS,tcp,2,7.4375e-05,215126
FCFS,tcp,2,6.8417e-05,233860
FCFS,tcp,2,8.8667e-05,180450
FCFS,tcp,2,5.9583e-05,268533
FCFS,tcp,2,8.6e-05,186047
FCFS,tcp,2,9.0375e-05,177040
FCFS,tcp,2,0.000127375,125613
FCFS,tcp,2,7.6125e-05,210181
FCFS,tcp,2,0.00011575,138229
FCFS,tcp,2,7.4125e-05,215852
FCFS,tcp,2,0.000124166,128860
FCFS,tcp,2,7.0542e-05,226815
FCFS,tcp,2,0.000154625,103476
FCFS,tcp,2,9.5041e-05,168348
FCFS,tcp,2,0.00275033,5817.48
FCFS,tcp,2,0.000188792,84749.4
FCFS,tcp,2,0.000129666,123394
FCFS,tcp,2,0.000120625,132642
FCFS,tcp,2,9.9208e-05,161277
FCFS,tcp,2,8.0042e-05,199895
FCFS,tcp,2,9.6167e-05,166377
FCFS,tcp,2,8.9833e-05,178108
FCFS,tcp,2,0.000106208,150648
FCFS,tcp,2,4.9917e-05,320532
FCFS,tcp,2,0.000170834,93658.2
FCFS,tcp,2,0.000217792,73464.6
FCFS,tcp,2,0.000117625,136026
FCFS,tcp,2,5.6875e-05,281319
FCFS,tcp,2,0.000136958,116824
FCFS,tcp,2,0.0001105,144796
FCFS,tcp,2,0.000672792,23781.5
FCFS,tcp,2,0.000157041,101884
FCFS,tcp,2,0.000114042,140299
FCFS,tcp,2,0.000291292,54927.7
